Date,Value
2014-10-29,11.533778595207
2014-10-28,15.790522781827
2014-10-27,15.48783167751
2014-10-26,11.214265417482
2014-10-25,11.199645670041
2014-10-24,8.2582859818042
2014-10-23,7.8944998244186
2014-10-22,22.10256445265
2014-10-21,12.780468922077
2014-10-20,11.495365837991
2014-10-19,22.229464475912
2014-10-18,14.360618093662
2014-10-17,9.1478711704928
2014-10-16,7.0179303730228
2014-10-15,6.8704782270822
2014-10-14,6.8064190414426
2014-10-13,7.6478873772209
2014-10-12,9.915006671003
2014-10-11,17.197514496678
2014-10-10,5.8899514850721
2014-10-09,5.5962895090402
2014-10-08,6.8447500318638
2014-10-07,6.335299761014
2014-10-06,2.9550202922899
2014-10-05,4.5073939243985
2014-10-04,6.3847797815764
2014-10-03,8.0963529303115
2014-10-02,12.943337829339
2014-10-01,8.0239630573767
2014-09-30,9.4679504389743
2014-09-29,8.0027054263805
2014-09-28,8.8919058350704
2014-09-27,14.321923647908
2014-09-26,11.376028607473
2014-09-25,7.3096755170192
2014-09-24,4.4557191201479
2014-09-23,8.0243811237976
2014-09-22,6.9784288584948
2014-09-21,9.5218343173137
2014-09-20,6.8090406041731
2014-09-19,5.5526915589239
2014-09-18,9.9366965077801
2014-09-17,10.181324947026
2014-09-16,15.707779475479
2014-09-15,18.794640606293
2014-09-14,17.839074577838
2014-09-13,11.699102662667
2014-09-12,12.912493186191
2014-09-11,11.790207374013
2014-09-10,9.4238842241265
2014-09-09,15.567570319537
2014-09-08,8.1234602570064
2014-09-07,22.015968663282
2014-09-06,29.040720584083
2014-09-05,8.5474005180147
2014-09-04,8.5908122229794
2014-09-03,18.66692193514
2014-09-02,16.377009414211
2014-09-01,9.4263985053525
2014-08-31,7.0474594648102
2014-08-30,27.963140586977
2014-08-29,10.001503558555
2014-08-28,16.243297533274
2014-08-27,15.87702968136
2014-08-26,13.882188092166
2014-08-25,19.338841614928
2014-08-24,8.1294714896879
2014-08-23,7.4575703748761
2014-08-22,9.1651953837323
2014-08-21,7.0276934787074
2014-08-20,6.4362506833429
2014-08-19,6.5474004631454
2014-08-18,5.9013699746309
2014-08-17,6.7346912794151
2014-08-16,8.9372385790511
2014-08-15,8.2535409689828
2014-08-14,5.591133377521
2014-08-13,5.1172289210018
2014-08-12,13.361349374381
2014-08-11,18.198322686351
2014-08-10,18.74643167922
2014-08-09,46.310855670479
2014-08-08,15.341050658122
2014-08-07,18.676816951427
2014-08-06,14.709234037134
2014-08-05,19.513207260552
2014-08-04,26.751272559746
2014-08-03,16.86627606351
2014-08-02,15.977517443375
2014-08-01,13.859857336373
2014-07-31,7.1285799613653
2014-07-30,10.591434709374
2014-07-29,15.806439524772
2014-07-28,8.0027045144863
2014-07-27,13.890558651223
2014-07-26,12.522464130516
2014-07-25,14.198071081332
2014-07-24,10.087840256586
2014-07-23,25.211981986571
2014-07-22,31.532818321927
2014-07-21,22.05805447962
2014-07-20,26.027885546426
2014-07-19,24.29579426418
2014-07-18,21.011454541653
2014-07-17,10.922451093919
2014-07-16,24.886708299888
2014-07-15,19.655137185257
2014-07-14,18.770151350872
2014-07-13,15.010167601268
2014-07-12,10.459800227136
2014-07-11,14.384677062861
2014-07-10,11.963345530337
2014-07-09,37.096316812662
2014-07-08,30.526470041412
2014-07-07,9.3077796293037
2014-07-06,13.890308845026
2014-07-05,20.321059089815
2014-07-04,8.7834392373731
2014-07-03,19.568504606707
2014-07-02,15.731380007449
2014-07-01,12.428998602939
2014-06-30,7.2740230788522
2014-06-29,29.257335913483
2014-06-28,10.426915606873
2014-06-27,10.105168961385
2014-06-26,20.741342853773
2014-06-25,10.480409978439
2014-06-24,56.452150127684
2014-06-23,16.710496508024
2014-06-22,12.051627678283
2014-06-21,15.637837532958
2014-06-20,9.0734635544422
2014-06-19,26.297785820249
2014-06-18,9.5633806322772
2014-06-17,13.71491821006
2014-06-16,5.7045940016504
2014-06-15,8.3363520967148
2014-06-14,4.4794191831108
2014-06-13,8.4056223073349
2014-06-12,17.076434853433
2014-06-11,19.138296010352
2014-06-10,25.742435998071
2014-06-09,9.2163515484117
2014-06-08,18.185892997571
2014-06-07,7.583174267253
2014-06-06,19.538247112634
2014-06-05,8.8852117591412
2014-06-04,5.8389676829724
2014-06-03,5.5822877836018
2014-06-02,4.2095232910381
2014-06-01,6.69246497979
2014-05-31,6.3341598407501
2014-05-30,6.2366018178373
2014-05-29,8.5004310147328
2014-05-28,15.713472670504
2014-05-27,6.0823756068529
2014-05-26,9.4821919444143
2014-05-25,5.7380837171692
2014-05-24,42.394807899074
2014-05-23,6.5617079769518
2014-05-22,6.6503698715641
2014-05-21,8.9904136816715
2014-05-20,5.2388167484658
2014-05-19,17.179218594066
2014-05-18,21.46219054414
2014-05-17,16.322030023895
2014-05-16,20.625882756796
2014-05-15,16.323718196259
2014-05-14,18.737154169417
2014-05-13,14.001428090617
2014-05-12,14.075634554569
2014-05-11,5.3025349390092
2014-05-10,13.129960550012
2014-05-09,10.434708830374
2014-05-08,9.7128136048803
2014-05-07,9.91393691724
2014-05-06,8.8422277042657
2014-05-05,7.2944463983303
2014-05-04,10.336342647828
2014-05-03,9.265211963265
2014-05-02,8.8508051311641
2014-05-01,7.1222587951443
2014-04-30,6.6690927648364
2014-04-29,7.3545396486786
2014-04-28,6.2869864750264
2014-04-27,9.0310769374899
2014-04-26,6.6940925137984
2014-04-25,3.8518027283624
2014-04-24,12.58030401885
2014-04-23,17.07357714107
2014-04-22,12.442468630819
2014-04-21,16.740348438756
2014-04-20,6.6744760887802
2014-04-19,5.9095392444063
2014-04-18,5.975108906608
2014-04-17,6.0040993969185
2014-04-16,4.9828281755867
2014-04-15,4.2332534212963
2014-04-14,3.2705948400986
2014-04-13,5.3259340429536
2014-04-12,5.1168050228357
2014-04-11,3.7706026693163
2014-04-10,6.0924232304993
2014-04-09,10.784872824337
2014-04-08,18.899928187128
2014-04-07,11.54455324489
2014-04-06,12.014733020655
2014-04-05,21.903796171421
2014-04-04,7.4320921659313
2014-04-03,4.9661332919641
2014-04-02,4.0497924241601
2014-04-01,4.9478240850514
2014-03-31,5.6315751743398
2014-03-30,3.7038156553821
2014-03-29,5.7759640964412
2014-03-28,3.9624414254326
2014-03-27,4.6586955072233
2014-03-26,7.3561262079164
2014-03-25,7.1727564392759
2014-03-24,8.1881776743742
2014-03-23,5.8990855927545
2014-03-22,5.3611071762742
2014-03-21,4.7913091074736
2014-03-20,13.274679714888
2014-03-19,16.511666739935
2014-03-18,12.228939747344
2014-03-17,10.847116409194
2014-03-16,17.979544806619
2014-03-15,46.924538263188
2014-03-14,26.311721447692
2014-03-13,48.578103744141
2014-03-12,20.621875465303
2014-03-11,38.783097096908
2014-03-10,49.586212357341
2014-03-09,15.362313702121
2014-03-08,38.365223708415
2014-03-07,50.181814207643
2014-03-06,12.180442173411
2014-03-05,8.3889164561071
2014-03-04,4.7098420716541
2014-03-03,2.6741420948031
2014-03-02,14.874649219481
2014-03-01,3.8888953503476
2014-02-28,7.5051602889965
2014-02-27,5.9736238996268
2014-02-26,2.6170293621506
2014-02-25,4.9009105983017
2014-02-24,3.5480721795639
2014-02-23,4.5884658197577
2014-02-22,4.4712398477651
2014-02-21,2.9761154000441
2014-02-20,3.2067972192879
2014-02-19,13.088810945307
2014-02-18,7.2667393751216
2014-02-17,3.445245798437
2014-02-16,5.0392483650698
2014-02-15,3.3596486335982
2014-02-14,1.8916545559284
2014-02-13,4.9639029125599
2014-02-12,2.8422989618808
2014-02-11,5.2710380597699
2014-02-10,1.7727933327519
2014-02-09,4.8686555774407
2014-02-08,6.2018095674917
2014-02-07,2.2234576510927
2014-02-06,10.446616684151
2014-02-05,25.6711338432
2014-02-04,15.431481736595
2014-02-03,10.488226608288
2014-02-02,12.7430734944
2014-02-01,9.7386034728168
2014-01-31,7.5077833756136
2014-01-30,7.1743913342838
2014-01-29,8.3236833856691
2014-01-28,4.7170597025723
2014-01-27,7.9456770652146
2014-01-26,6.0498512808141
2014-01-25,9.1371826529646
2014-01-24,8.6735734698705
2014-01-23,11.961712220657
2014-01-22,9.943571098094
2014-01-21,17.897770213041
2014-01-20,13.885359405956
2014-01-19,7.7867107023817
2014-01-18,5.6138725012019
2014-01-17,6.1377707483905
2014-01-16,13.691043367125
2014-01-15,10.17974760826
2014-01-14,8.2827089536094
2014-01-13,5.463781263965
2014-01-12,5.9645046948535
2014-01-11,5.1646879760408
2014-01-10,4.2225604269364
2014-01-09,4.7574005311223
2014-01-08,3.5087371382228
2014-01-07,5.1122327516525
2014-01-06,6.049434030805
2014-01-05,7.6613986382584
2014-01-04,11.388327611183
2014-01-03,9.4035032934743
2014-01-02,12.953516367368
2014-01-01,9.2041799345093
2013-12-31,11.915146044315
2013-12-30,14.403616680727
2013-12-29,7.7908439495372
2013-12-28,6.7312886447185
2013-12-27,4.8422366857691
2013-12-26,4.5990532954524
2013-12-25,52.197954329146
2013-12-24,8.1336980631578
2013-12-23,11.999815260897
2013-12-22,8.6830078340672
2013-12-21,8.6263677982384
2013-12-20,6.409458389291
2013-12-19,3.6732537223121
2013-12-18,2.7424411196141
2013-12-17,3.5318907267125
2013-12-16,6.4216676724554
2013-12-15,9.7741612147338
2013-12-14,13.851211534076
2013-12-13,7.3327120993399
2013-12-12,6.7295639366772
2013-12-11,6.9226998333694
2013-12-10,8.5136042859874
2013-12-09,4.4574162290511
2013-12-08,7.2049959455865
2013-12-07,2.9867969621208
2013-12-06,9.7637404595816
2013-12-05,4.7165938706241
2013-12-04,13.840036492164
2013-12-03,10.502124239755
2013-12-02,3.3515521062019
2013-12-01,6.8552267548392
2013-11-30,14.616879837089
2013-11-29,14.964107611105
2013-11-28,8.3390356162697
2013-11-27,11.343557600203
2013-11-26,8.8560888242871
2013-11-25,12.885710172262
2013-11-24,11.162105121915
2013-11-23,9.0825485879583
2013-11-22,24.319995800396
2013-11-21,7.1473898700381
2013-11-20,6.4616520795863
2013-11-19,4.6003496699257
2013-11-18,6.9385572270488
2013-11-17,8.4024439671906
2013-11-16,7.319230668009
2013-11-15,9.1632019012314
2013-11-14,8.7276031209182
2013-11-13,6.2476678629895
2013-11-12,11.794309091852
2013-11-11,5.2614392355486
2013-11-10,3.3382154382186
2013-11-09,7.2803141226075
2013-11-08,7.4919809233293
2013-11-07,6.2995085563377
2013-11-06,4.982443966717
2013-11-05,10.588307562974
2013-11-04,8.1657805173123
2013-11-03,15.423026270054
2013-11-02,17.751288070488
2013-11-01,19.294906988287
2013-10-31,8.4612408433526
2013-10-30,7.1323582750744
2013-10-29,19.210335916816
2013-10-28,8.5176905150834
2013-10-27,18.9027476308
2013-10-26,13.143508587213
2013-10-25,10.083024833195
2013-10-24,4.593327200094
2013-10-23,9.943555112292
2013-10-22,8.0369274282511
2013-10-21,6.61250853237
2013-10-20,15.982260836724
2013-10-19,5.2575086271378
2013-10-18,6.8231452633175
2013-10-17,8.7894292885818
2013-10-16,6.6550734398713
2013-10-15,14.238361025621
2013-10-14,6.6524524758402
2013-10-13,12.173967243791
2013-10-12,19.396052973609
2013-10-11,20.179623957815
2013-10-10,9.9646777835742
2013-10-09,9.0752538152635
2013-10-08,10.301377800361
2013-10-07,28.344266756288
2013-10-06,25.018669813561
2013-10-05,24.506410071178
2013-10-04,9.411382945563
2013-10-03,6.3557055211382
2013-10-02,9.7422706256213
2013-10-01,27.439680404183
2013-09-30,11.613133901799
2013-09-29,28.277222448793
2013-09-28,15.758177873967
2013-09-27,14.337578358867
2013-09-26,20.774583892263
2013-09-25,17.500452785346
2013-09-24,31.877656516777
2013-09-23,21.677849176342
2013-09-22,37.969894595834
2013-09-21,21.505556635995
2013-09-20,13.686239941608
2013-09-19,15.985759226778
2013-09-18,15.886092995169
2013-09-17,18.086460282855
2013-09-16,16.373223466993
2013-09-15,11.748068188345
2013-09-14,13.183158335802
2013-09-13,13.393274027937
2013-09-12,9.0812801102615
2013-09-11,9.745601124415
2013-09-10,9.413476118506
2013-09-09,7.3804856920299
2013-09-08,15.196332173196
2013-09-07,6.7105000375097
2013-09-06,9.6282708229684
2013-09-05,7.1675715473262
2013-09-04,24.715318169254
2013-09-03,13.351510654776
2013-09-02,16.714867017229
2013-09-01,10.50533919361
2013-08-31,8.8933976209011
2013-08-30,11.888863986615
2013-08-29,21.807436621904
2013-08-28,17.963524358481
2013-08-27,9.523095493725
2013-08-26,16.175297691385
2013-08-25,13.026925734784
2013-08-24,25.567897979412
2013-08-23,14.027691860975
2013-08-22,12.314526138214
2013-08-21,9.8595695155549
2013-08-20,17.416665900572
2013-08-19,9.8635927802074
2013-08-18,19.948048156285
2013-08-17,20.816092708314
2013-08-16,19.536958929352
2013-08-15,17.456785241266
2013-08-14,9.1022396390481
2013-08-13,11.189944109196
2013-08-12,28.36947243571
2013-08-11,21.253431318995
2013-08-10,22.336997917974
2013-08-09,10.538728707656
2013-08-08,7.4166294860203
2013-08-07,16.719572627295
2013-08-06,15.293261722264
2013-08-05,9.6157099845429
2013-08-04,18.106407411913
2013-08-03,25.770590365224
2013-08-02,5.7900449742719
2013-08-01,15.392181924516
2013-07-31,4.8144392262071
2013-07-30,11.482025756522
2013-07-29,5.7897696602348
2013-07-28,3.2116164417047
2013-07-27,9.6278005570436
2013-07-26,17.572094191891
2013-07-25,7.8994705513778
2013-07-24,19.964485738893
2013-07-23,12.542773528434
2013-07-22,29.852044789595
2013-07-21,12.403189980782
2013-07-20,9.4338043353817
2013-07-19,12.790301926649
2013-07-18,5.7968067051295
2013-07-17,23.094280844597
2013-07-16,12.183496370396
2013-07-15,4.5059966062335
2013-07-14,9.7366239081682
2013-07-13,7.2778782398479
2013-07-12,3.4678019973129
2013-07-11,2.7608195661904
2013-07-10,13.660214928604
2013-07-09,11.493154507559
2013-07-08,2.6990974380907
2013-07-07,5.3949363729102
2013-07-06,3.557768317374
2013-07-05,5.8644969391451
2013-07-04,3.4233918454263
2013-07-03,6.3349920422182
2013-07-02,6.6028877710708
2013-07-01,5.6380238659605
2013-06-30,7.9768447998506
2013-06-29,3.9307012393344
2013-06-28,4.2497249092443
2013-06-27,14.840222341573
2013-06-26,8.6031192887129
2013-06-25,1.6150627104552
2013-06-24,6.0249598023673
2013-06-23,9.6192041098521
2013-06-22,12.408170188422
2013-06-21,4.2198123706779
2013-06-20,4.0384705240153
2013-06-19,5.2597981413174
2013-06-18,2.7819652410271
2013-06-17,8.9141879861083
2013-06-16,8.173471550333
2013-06-15,6.5429507830437
2013-06-14,3.5387859250354
2013-06-13,13.434754290031
2013-06-12,9.3892212322839
2013-06-11,9.7343054631674
2013-06-10,1.903722252166
2013-06-09,1.7807264871
2013-06-08,5.9424917151736
2013-06-07,3.3972258142102
2013-06-06,10.288246824648
2013-06-05,11.60712939428
2013-06-04,8.955943510948
2013-06-03,6.2479083775249
2013-06-02,1.1809583485488
2013-06-01,7.8585356749231
2013-05-31,7.6266218387095
2013-05-30,7.1614655639752
2013-05-29,12.138722641733
2013-05-28,3.2463748613791
2013-05-27,5.3603530139141
2013-05-26,3.0387588965502
2013-05-25,8.4212193334077
2013-05-24,3.7845689306729
2013-05-23,5.8231175829083
2013-05-22,8.0754046523715
2013-05-21,10.257179263838
2013-05-20,7.4247803930463
2013-05-19,6.2027292124377
2013-05-18,5.7082961342642
2013-05-17,2.2570619172964
2013-05-16,5.3283461305224
2013-05-15,1.6617420382755
2013-05-14,7.8485025910019
2013-05-13,10.989620676217
2013-05-12,8.1660616190545
2013-05-11,7.8151182310266
2013-05-10,2.6592713459948
2013-05-09,2.8666203955733
2013-05-08,3.7221010155476
2013-05-07,2.8336771077384
2013-05-06,2.6322309882119
2013-05-05,2.0346967292635
2013-05-04,1.2056593099056
2013-05-03,1.414308892122
2013-05-02,1.0826175334854
2013-05-01,2.6446030711701
2013-04-30,4.5771943638831
2013-04-29,4.2135950205169
2013-04-28,3.7090253738606
2013-04-27,4.6870849465702
2013-04-26,1.0397183712839
2013-04-25,2.3327430211023
2013-04-24,1.139985243008
2013-04-23,1.9329087345023
2013-04-22,1.7604917939293
2013-04-21,1.4868465081718
2013-04-20,3.2064529822548
2013-04-19,0.85145237668488
2013-04-18,1.7339216539096
2013-04-17,0.99938532479726
2013-04-16,1.9596370697906
2013-04-15,0.80996423175739
2013-04-14,0.65746258105753
2013-04-13,0.91340571154526
2013-04-12,1.1766074241937
2013-04-11,2.8128499670123
2013-04-10,5.6299990173256
2013-04-09,3.2056474242624
2013-04-08,2.9103139024171
2013-04-07,3.217450731442
2013-04-06,5.8494484712514
2013-04-05,3.7792437235023
2013-04-04,2.9265012656533
2013-04-03,3.0046322493268
2013-04-02,5.5149570170324
2013-04-01,2.4022182031767
2013-03-31,7.1875669478149
2013-03-30,4.9765553018264
2013-03-29,1.9855483594018
2013-03-28,4.6778364891968
2013-03-27,3.5612980012878
2013-03-26,4.4541666180536
2013-03-25,3.5813709696852
2013-03-24,3.7171925439706
2013-03-23,1.4963890450361
2013-03-22,4.5944945062634
2013-03-21,2.8622948283547
2013-03-20,3.4893967506333
2013-03-19,2.2472345215559
2013-03-18,10.365129089117
2013-03-17,9.3178861550417
2013-03-16,8.083341242158
2013-03-15,12.398237462447
2013-03-14,5.7374138368336
2013-03-13,4.5925145217732
2013-03-12,1.3992028433285
2013-03-11,4.1189988208646
2013-03-10,5.0814022319731
2013-03-09,3.3454878549849
2013-03-08,1.365467562856
2013-03-07,1.9206969035959
2013-03-06,3.2510789788013
2013-03-05,3.605240497071
2013-03-04,4.7310840597599
2013-03-03,10.093001537486
2013-03-02,5.4367277732543
2013-03-01,4.876326493359
2013-02-28,3.070233573867
2013-02-27,7.7747953029894
2013-02-26,6.4887456054139
2013-02-25,10.771641531034
2013-02-24,11.143032492422
2013-02-23,2.8479385697641
2013-02-22,4.6659083243638
2013-02-21,7.5407303010275
2013-02-20,5.9485493449144
2013-02-19,2.7424303880334
2013-02-18,5.6285583869621
2013-02-17,3.9451311734678
2013-02-16,6.2211055916929
2013-02-15,4.7888112841227
2013-02-14,1.7726022989517
2013-02-13,3.3513874388241
2013-02-12,4.9104235268611
2013-02-11,5.8883905585572
2013-02-10,3.2892326461539
2013-02-09,4.7369044321482
2013-02-08,4.2128607369582
2013-02-07,4.948667642596
2013-02-06,5.3587099262508
2013-02-05,7.0759017746844
2013-02-04,4.2102771642635
2013-02-03,5.3865413153269
2013-02-02,3.5454157250487
2013-02-01,7.1083995523589
2013-01-31,4.1900835403831
2013-01-30,5.908661774172
2013-01-29,4.2347681741913
2013-01-28,5.3392667984272
2013-01-27,4.8894853868971
2013-01-26,6.9516794467191
2013-01-25,1.8105426411199
2013-01-24,3.2265205778198
2013-01-23,5.6705443149362
2013-01-22,4.6229041170375
2013-01-21,3.467401503125
2013-01-20,4.491286877301
2013-01-19,3.7018226235902
2013-01-18,3.6215037827612
2013-01-17,5.1703558177753
2013-01-16,6.1311656314009
2013-01-15,4.7095546247771
2013-01-14,7.9609028000159
2013-01-13,4.9302374055867
2013-01-12,3.9034024985295
2013-01-11,5.781044839389
2013-01-10,5.5340038277013
2013-01-09,8.712636967078
2013-01-08,5.1123151059775
2013-01-07,9.5516711480403
2013-01-06,8.7068580655156
2013-01-05,8.0482413211754
2013-01-04,8.9573051105564
2013-01-03,7.3418555539229
2013-01-02,17.267155390047
2013-01-01,4.1549938249759
2012-12-31,10.068064725626
2012-12-30,16.957936028102
2012-12-29,4.8470851399721
2012-12-28,8.0571300248793
2012-12-27,8.046191521089
2012-12-26,10.85476465698
2012-12-25,7.2879703607999
2012-12-24,9.6401324504976
2012-12-23,4.5280519829286
2012-12-22,8.2014206536622
2012-12-21,7.3467625041242
2012-12-20,3.9362037608285
2012-12-19,8.8426116522484
2012-12-18,8.6713667747425
2012-12-17,2.5850577479516
2012-12-16,5.3351332671671
2012-12-15,4.0515968237127
2012-12-14,5.6038754453248
2012-12-13,9.0238097448096
2012-12-12,8.8735638238108
2012-12-11,10.081415941411
2012-12-10,8.365802169072
2012-12-09,4.3594075894008
2012-12-08,9.8964681214588
2012-12-07,4.6017700281682
2012-12-06,7.1104689033493
2012-12-05,4.1302646319777
2012-12-04,6.2303312337282
2012-12-03,7.8177266295857
2012-12-02,8.6681066968822
2012-12-01,8.0337967490768
2012-11-30,6.8613554217014
2012-11-29,7.2360498321858
2012-11-28,7.1535284988622
2012-11-27,5.3936771605724
